name,location,car_age,kilometers_driven,fuel_type,transmission,owner_number,mileage_kmpl,engine_cc,power_bhp,seats,price_lakh,price_euro
Ford Figo Diesel EXI,Kolkata,13,41284,Diesel,Manual,1,20.0,1399,68.05,5,2.5,2555.45
Toyota Innova Crysta 2.8 GX AT,Kochi,6,14165,Diesel,Automatic,1,11.36,2755,171.5,7,20.74,21200.04
Hyundai Santa Fe 4x4 AT,Mumbai,14,67000,Diesel,Automatic,2,11.72,2199,194.3,7,7.0,7155.27
Honda City i-VTEC V,Kolkata,14,32572,Petrol,Manual,1,17.4,1497,117.3,5,11.74,12000.41
Hyundai i20 1.2 Magna Executive,Kochi,7,14960,Petrol,Manual,1,18.6,1197,81.83,5,6.27,6409.08
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,10,55980,Diesel,Automatic,1,19.27,2143,167.62,5,18.12,18521.93
Chevrolet Beat Diesel LT,Mumbai,12,74000,Diesel,Manual,1,25.44,936,57.6,5,2.65,2708.78
Hyundai i20 Sportz 1.4 CRDi,Kochi,10,56847,Diesel,Manual,1,22.54,1396,88.73,5,7.2,7359.71
Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,10,121374,Diesel,Manual,1,12.99,2494,100.6,7,14.3,14617.19
Maruti Ertiga VDI,Chennai,12,52000,Diesel,Manual,1,20.77,1248,88.76,7,6.9,7053.05
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,11,118000,Diesel,Manual,1,12.8,2494,102.0,7,10.75,10988.45
Honda City i VTEC V,Kochi,9,33915,Petrol,Manual,1,17.8,1497,117.3,5,8.09,8269.45
BMW X1 sDrive20d,Ahmedabad,11,82002,Diesel,Automatic,1,17.05,1995,184.0,5,18.5,18910.35
Hyundai Grand i10 CRDi Era,Mumbai,8,33000,Diesel,Manual,1,24.0,1120,70.0,5,4.75,4855.36
Maruti Ciaz 1.3 Alpha,Chennai,9,34000,Diesel,Manual,1,28.09,1248,88.5,5,8.45,8637.43
Skoda Rapid Leisure 1.6 TDI MT,Kolkata,13,55000,Diesel,Manual,1,20.5,1598,103.6,5,3.5,3577.63
Hyundai Accent CRDi,Kochi,19,160538,Diesel,Manual,1,13.1,1493,82.0,5,1.8,1839.93
Volkswagen Polo GT 1.5 TDI,Jaipur,11,60000,Diesel,Manual,2,19.91,1498,103.6,5,3.7,3782.07
Honda Jazz 1.2 VX i VTEC,Coimbatore,8,49575,Petrol,Manual,1,18.7,1199,88.7,5,7.17,7329.04
Hyundai i10 Era,Jaipur,15,83000,Petrol,Manual,1,19.81,1086,68.05,5,1.75,1788.82
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,7,51346,Diesel,Automatic,1,16.38,1995,183.0,5,21.99,22477.77
Toyota Innova Crysta 2.4 ZX MT,Pune,8,43000,Diesel,Manual,1,13.68,2393,147.8,7,25.52,26086.07
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,14,35000,Petrol,Manual,3,19.7,796,35.0,5,1.85,1891.04
Maruti Swift VXI BSIV,Coimbatore,8,27872,Petrol,Manual,2,20.4,1197,81.8,5,5.95,6081.98
Hyundai Grand i10 Magna,Mumbai,11,16514,Petrol,Manual,1,18.9,1197,82.0,5,3.75,3833.18
Maruti Swift VDI,Pune,13,120000,Diesel,Manual,1,22.9,1248,74.0,5,3.75,3833.18
Hyundai Verna CRDi 1.6 SX,Hyderabad,17,143275,Diesel,Manual,1,22.0,1582,126.2,5,14.07,14382.09
Hyundai i20 1.2 Sportz,Mumbai,15,52000,Petrol,Manual,1,17.0,1197,80.0,5,2.8,2862.11
Mercedes-Benz GLE 350d,Coimbatore,8,29819,Diesel,Automatic,1,11.57,2987,254.79,5,95.13,97240.11
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,11,57000,Diesel,Manual,2,15.8,2148,170.0,5,18.0,18399.26
Maruti Ritz ZDi,Hyderabad,11,88500,Diesel,Manual,1,23.2,1248,73.94,5,4.35,4446.49
Hyundai Creta 1.6 CRDi SX,Bangalore,9,28000,Diesel,Manual,1,19.67,1582,126.2,5,13.75,14054.99
Maruti A-Star Vxi,Pune,15,67000,Petrol,Manual,1,19.0,998,66.1,5,2.0,2044.36
Renault Duster 110PS Diesel RXZ Option,Delhi,9,26000,Diesel,Manual,1,19.64,1461,108.45,5,10.0,10221.81
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,15,120000,Diesel,Manual,1,17.8,1248,76.0,5,1.65,1686.6
BMW X3 xDrive30d M Sport,Coimbatore,8,51982,Diesel,Automatic,1,16.55,2993,258.0,5,45.77,46785.24
Hyundai i10 Sportz,Bangalore,15,36000,Petrol,Manual,2,20.36,1197,78.9,5,3.25,3322.09
Toyota Innova 2.5 G4 Diesel 7-seater,Pune,9,47000,Diesel,Manual,1,12.8,2494,102.0,7,12.8,13083.92
Maruti Zen VXI BSII,Mumbai,23,60000,Petrol,Manual,3,17.3,993,60.0,5,0.55,562.2
Maruti Swift VDI,Hyderabad,7,31025,Diesel,Manual,1,28.4,1248,74.0,5,7.15,7308.6
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,12,105000,Diesel,Manual,2,12.05,2179,120.0,8,7.0,7155.27
Tata Zest Quadrajet 1.3 75PS XE,Pune,8,121900,Diesel,Manual,1,22.95,1248,74.0,5,8.34,8524.99
Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,8,22695,Petrol,Manual,1,18.88,999,123.24,5,8.5,8688.54
Maruti Swift Dzire ZDI,Jaipur,13,73000,Diesel,Manual,1,23.4,1248,74.0,5,4.35,4446.49
Maruti Alto 800 LXI,Kochi,9,32227,Petrol,Manual,1,22.74,796,47.3,5,3.26,3332.31
Honda City 1.5 S MT,Jaipur,14,55000,Petrol,Manual,1,17.0,1497,118.0,5,4.21,4303.38
Audi Q7 3.0 TDI Quattro Technology,Kochi,7,11287,Diesel,Automatic,1,12.07,2967,241.4,7,70.36,71920.68
Skoda Laura 1.9 TDI AT Ambiente,Mumbai,16,48000,Diesel,Automatic,2,17.0,1896,105.0,5,2.95,3015.43
Hyundai Verna 1.6 SX VTVT (O),Kochi,13,54308,Petrol,Manual,1,17.1,1591,121.3,5,4.28,4374.94
Honda City 1.5 V AT,Jaipur,16,78442,Petrol,Automatic,1,16.8,1497,118.0,5,3.57,3649.19
Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,12,46000,Diesel,Manual,1,21.9,1396,88.8,5,3.11,3178.98
Hyundai i20 Sportz AT 1.4,Coimbatore,11,45051,Petrol,Automatic,1,15.0,1396,98.6,5,5.96,6092.2
Volkswagen Vento Diesel Highline,Hyderabad,14,69000,Diesel,Manual,1,20.54,1598,103.6,5,4.7,4804.25
Honda City i VTEC VX,Ahmedabad,11,49000,Petrol,Manual,1,17.4,1497,117.3,5,6.9,7053.05
Tata Zest Quadrajet 1.3 75PS XE,Pune,7,45000,Diesel,Manual,1,22.95,1248,74.0,5,8.34,8524.99
BMW 5 Series 2003-2012 520d,Pune,10,64000,Diesel,Automatic,1,18.48,1995,177.0,5,28.0,28621.08
Maruti Wagon R LXI Minor,Delhi,16,60000,Petrol,Manual,1,18.9,1061,67.0,5,1.35,1379.94
Honda Jazz VX,Delhi,10,62178,Petrol,Manual,1,18.2,1199,88.7,5,8.85,9046.3
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,13,58006,Diesel,Manual,1,15.0,1896,105.0,5,6.7,6848.61
Hyundai i10 Magna 1.2,Hyderabad,15,74000,Petrol,Manual,1,20.36,1197,78.9,5,3.1,3168.76
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,10,77771,Diesel,Automatic,1,19.27,2143,170.0,5,18.64,19053.46
Hyundai i10 Magna 1.2 iTech SE,Pune,13,45275,Petrol,Manual,1,20.36,1197,78.9,5,2.8,2862.11
Toyota Innova Crysta 2.4 ZX MT,Chennai,9,48000,Diesel,Manual,1,13.68,2393,147.8,7,25.4,25963.41
Audi A6 2011-2015 2.0 TDI Technology,Kochi,10,31652,Diesel,Automatic,1,17.68,1968,174.33,5,26.78,27374.02
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,15,109000,Diesel,Manual,2,12.99,2494,100.6,7,8.26,8443.22
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,10,31978,Petrol,Manual,1,16.47,1198,73.9,5,3.89,3976.29
Maruti Alto K10 LXI,Hyderabad,14,70000,Petrol,Manual,1,20.92,998,67.1,5,2.1,2146.58
Honda City i-VTEC CVT ZX,Mumbai,8,15000,Petrol,Automatic,1,18.0,1497,117.3,5,16.67,17039.76
Tata Indigo LX,Coimbatore,12,59138,Diesel,Manual,1,17.0,1405,70.0,5,2.58,2637.23
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,11,61726,Diesel,Automatic,1,17.68,1968,174.33,5,20.77,21230.71
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,10,48000,Diesel,Automatic,1,17.9,2143,136.0,5,20.26,20709.39
Maruti Celerio VXI AT,Hyderabad,11,77815,Petrol,Automatic,1,23.1,998,67.04,5,4.25,4344.27
Mercedes-Benz GLE 250d,Hyderabad,8,29000,Diesel,Automatic,1,17.9,2143,201.15,5,79.43,81191.86
Land Rover Range Rover HSE Dynamic,Delhi,8,44000,Diesel,Automatic,1,12.7,2179,187.7,5,44.0,44975.98
Volkswagen Vento Diesel Trendline,Hyderabad,14,108626,Diesel,Manual,1,20.54,1598,103.6,5,3.65,3730.96
Maruti Omni 8 Seater BSIV,Hyderabad,13,71791,Petrol,Manual,1,14.0,796,35.0,5,2.05,2095.47
Honda Brio 1.2 VX MT,Kochi,13,91931,Petrol,Manual,1,18.5,1198,86.8,5,6.62,6766.84
Tata Sumo Delux,Hyderabad,25,158000,Diesel,Manual,2,14.07,2956,83.1,7,1.5,1533.27
Tata Indica Vista Aura 1.3 Quadrajet,Pune,13,91183,Diesel,Manual,1,18.0,1248,75.0,5,2.85,2913.22
Maruti Wagon R LXI BS IV,Delhi,13,65000,Petrol,Manual,1,18.9,998,67.1,5,2.65,2708.78
Mahindra XUV500 W8 4WD,Hyderabad,10,88428,Diesel,Manual,1,16.0,2179,140.0,7,10.6,10835.12
Tata Indigo LS Dicor,Pune,17,138000,Diesel,Manual,2,17.1,1396,70.0,5,1.25,1277.73
Maruti Ertiga Paseo VXI,Mumbai,7,18000,Petrol,Manual,1,16.02,1373,93.7,7,8.25,8433.0
Honda Accord 2.4 A/T,Mumbai,14,60000,Petrol,Automatic,1,11.7,2354,177.6,5,4.45,4548.71
Maruti Swift Dzire VDi,Kolkata,13,48000,Diesel,Manual,1,19.3,1248,73.9,5,3.7,3782.07
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,16,160000,Diesel,Manual,1,17.8,1399,68.0,5,2.8,2862.11
Honda City ZX GXi,Kolkata,17,40000,Petrol,Manual,1,17.7,1497,78.0,5,1.8,1839.93
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,11,51495,Diesel,Automatic,1,17.68,1968,174.33,5,21.95,22436.88
BMW 6 Series 640d Gran Coupe,Mumbai,14,30000,Diesel,Automatic,1,9.52,2993,313.0,4,49.0,50086.89
Audi Q7 45 TDI Quattro Technology,Coimbatore,8,97430,Diesel,Automatic,1,14.75,2967,245.0,7,104.0,106306.86
Maruti Zen Estilo LXI Green (CNG),Pune,17,42496,CNG,Manual,1,15.46,998,67.1,5,1.4,1431.05
Hyundai i20 1.4 CRDi Asta,Pune,13,83000,Diesel,Manual,1,23.0,1396,90.0,5,5.5,5622.0
Hyundai i10 Sportz AT,Bangalore,16,37000,Petrol,Automatic,3,16.95,1197,78.9,5,2.95,3015.43
Honda Jazz 1.2 V CVT i VTEC,Kochi,9,28503,Petrol,Automatic,1,19.0,1199,88.7,5,6.86,7012.16
Maruti Swift VDI BSIV,Hyderabad,10,76496,Diesel,Manual,1,25.2,1248,74.0,5,6.15,6286.42
Hyundai i20 Asta 1.2,Pune,14,79152,Petrol,Manual,2,18.5,1197,82.85,5,3.3,3373.2
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,14,32000,Petrol,Manual,1,16.47,1198,73.9,5,2.55,2606.56
Maruti Alto LXi,Ahmedabad,16,35000,Petrol,Manual,1,19.7,796,46.3,5,1.5,1533.27
Toyota Corolla H4,Chennai,21,105000,Petrol,Automatic,2,11.3,1794,125.0,5,2.5,2555.45
Maruti Alto LXi,Chennai,19,56000,Petrol,Manual,2,19.7,796,46.3,5,1.4,1431.05
Tata Manza ELAN Quadrajet BS IV,Pune,13,73000,Diesel,Manual,1,21.12,1248,88.8,5,3.4,3475.42
Maruti Alto LXi,Pune,13,38000,Petrol,Manual,1,19.7,796,46.3,5,2.25,2299.91
Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,12,775000,Diesel,Automatic,1,19.3,1968,141.0,5,7.5,7666.36
Toyota Corolla H4,Kolkata,17,80000,Petrol,Automatic,1,11.3,1794,125.0,5,2.8,2862.11
Hyundai i20 Asta Option 1.2,Coimbatore,9,24973,Petrol,Manual,1,18.6,1197,81.83,5,7.66,7829.91
Maruti Vitara Brezza LDi,Chennai,9,45000,Diesel,Manual,1,24.3,1248,88.5,5,9.12,9322.29
Honda City 1.5 V MT,Delhi,15,87430,Petrol,Manual,1,17.0,1497,118.0,5,3.5,3577.63
Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,11,133944,Diesel,Manual,2,18.0,1248,75.0,5,3.5,3577.63
Honda Amaze S i-Dtech,Kolkata,12,57000,Diesel,Manual,1,25.8,1498,98.6,5,3.45,3526.53
Hyundai EON D Lite Plus,Coimbatore,9,27904,Petrol,Manual,1,21.1,814,55.2,5,3.55,3628.74
BMW 3 Series Luxury Line,Kochi,10,30717,Diesel,Automatic,2,21.76,1995,190.0,5,58.67,59971.38
Hyundai Verna 1.6 SX,Bangalore,13,80000,Diesel,Manual,1,22.32,1582,126.32,5,5.25,5366.45
Tata Manza Club Class Quadrajet90 LS,Ahmedabad,12,47304,Diesel,Manual,1,21.02,1248,88.8,5,2.9,2964.33
Skoda Octavia RS,Jaipur,20,100000,Petrol,Automatic,1,14.45,1984,227.0,5,28.37,28999.28
Maruti Alto K10 VXI,Pune,8,30000,Petrol,Manual,1,24.07,998,67.1,5,4.48,4579.37
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,11,68000,Diesel,Manual,1,22.7,1498,89.84,5,6.75,6899.72
Chevrolet Spark 1.0 LS,Kolkata,14,21000,Petrol,Manual,2,18.0,995,62.0,5,0.95,971.07
Jaguar XF 2.0 Diesel Portfolio,Hyderabad,8,21000,Diesel,Automatic,1,19.33,1999,177.0,5,72.64,74251.25
Honda CR-V RVi MT,Jaipur,18,119000,Petrol,Manual,3,13.1,1997,141.1,5,3.91,3996.73
Skoda Superb L&K 1.8 TSI AT,Kochi,6,13747,Petrol,Automatic,1,14.67,1798,177.46,5,36.15,36951.86
Hyundai i10 Magna 1.2,Chennai,16,620000,Petrol,Manual,1,20.36,1197,78.9,5,2.7,2759.89
Maruti Swift LDI,Delhi,12,70000,Diesel,Manual,1,22.9,1248,74.0,5,3.5,3577.63
Maruti Swift Dzire VXi AT,Mumbai,9,18000,Petrol,Automatic,1,18.5,1197,83.14,5,6.2,6337.52
Nissan Micra Diesel XV,Chennai,14,83000,Diesel,Manual,1,23.08,1461,63.1,5,2.75,2811.0
Maruti Swift Dzire Tour LDI,Mumbai,10,130000,Diesel,Manual,1,23.4,1248,74.0,5,3.25,3322.09
Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,13,63400,Diesel,Manual,1,17.8,1399,67.0,5,3.25,3322.09
Maruti Zen LX,Kolkata,22,65000,Petrol,Manual,1,17.3,993,60.0,5,0.65,664.42
Mini Clubman Cooper S,Pune,8,8350,Petrol,Manual,1,13.8,1998,192.0,5,44.59,45579.07
Toyota Etios GD,Kolkata,11,45000,Diesel,Manual,1,23.59,1364,67.05,5,3.25,3322.09
Maruti Alto 800 2016-2019 LXI,Kolkata,7,26200,Petrol,Manual,1,24.7,796,47.3,5,2.9,2964.33
Maruti Alto VXi,Bangalore,14,11000,Petrol,Manual,3,18.9,796,47.0,5,2.9,2964.33
BMW X5 3.0d,Bangalore,16,90000,Diesel,Automatic,2,11.0,2993,235.0,5,17.75,18143.72
Nissan Teana XV,Mumbai,10,74000,Petrol,Automatic,2,11.07,2496,179.5,5,8.25,8433.0
Hyundai Grand i10 AT Asta,Coimbatore,10,37081,Petrol,Automatic,1,18.9,1197,82.0,5,5.77,5897.99
Maruti Vitara Brezza ZDi Plus,Hyderabad,8,39000,Diesel,Manual,1,24.3,1248,88.5,5,12.0,12266.18
Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,17,99000,Diesel,Automatic,3,12.07,2967,241.4,7,12.95,13237.25
Mercedes-Benz GLA Class 200 CDI,Chennai,10,38000,Diesel,Automatic,1,17.9,2143,136.0,5,20.0,20443.63
Maruti 800 AC,Chennai,18,72000,Petrol,Manual,3,16.1,796,37.0,4,1.0,1022.18
Renault Duster 85PS Diesel RxL,Chennai,10,93000,Diesel,Manual,2,20.45,1461,83.8,5,7.1,7257.49
Toyota Corolla Altis D-4D GL,Mumbai,8,5900,Diesel,Manual,1,21.43,1364,87.2,5,16.5,16865.99
Mercedes-Benz New C-Class 220,Chennai,11,25000,Diesel,Manual,1,15.8,2148,170.0,5,26.0,26576.71
Maruti Ritz VDi,Hyderabad,15,68000,Diesel,Manual,2,21.1,1248,73.9,5,3.2,3270.98
Honda BRV i-VTEC V CVT,Kochi,8,35676,Petrol,Automatic,1,16.0,1497,117.3,7,14.65,14974.96
Hyundai Xcent 1.1 CRDi Base,Kochi,10,74310,Diesel,Manual,1,24.4,1120,71.0,5,4.0,4088.73
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,11,59364,Diesel,Automatic,1,14.21,2143,203.0,5,26.5,27087.81
Mercedes-Benz B Class B180,Kochi,11,41380,Petrol,Automatic,2,14.8,1595,120.7,5,11.77,12031.07
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,8,33900,Diesel,Automatic,1,15.0,2143,204.0,5,37.0,37820.71
Honda City i VTEC VX Option,Mumbai,9,28000,Petrol,Manual,1,17.8,1497,117.3,5,8.75,8944.09
Honda City 1.5 S MT,Chennai,14,93982,Petrol,Manual,1,17.0,1497,118.0,5,3.75,3833.18
Hyundai Verna Transform VTVT,Pune,15,95000,Petrol,Manual,1,16.2,1599,103.2,5,2.5,2555.45
Jaguar XE Portfolio,Mumbai,8,9000,Petrol,Automatic,1,13.5,1999,246.74,5,53.72,54911.58
Honda Amaze S i-Vtech,Delhi,10,52516,Petrol,Manual,1,18.0,1198,86.7,5,4.65,4753.14
Mini Cooper Convertible 1.6,Bangalore,10,20000,Petrol,Automatic,1,18.86,1598,122.0,4,32.0,32709.8
Mercedes-Benz S Class 2005 2013 S 350 CDI,Coimbatore,8,56451,Diesel,Automatic,1,13.5,2987,282.0,5,62.81,64203.21
Hyundai EON Magna Plus,Chennai,11,37000,Petrol,Manual,1,21.1,814,55.2,5,3.25,3322.09
Maruti Wagon R VXI BS IV,Kolkata,11,17400,Petrol,Manual,1,20.51,998,67.04,5,3.1,3168.76
Maruti Ritz LDi,Coimbatore,14,90207,Diesel,Manual,1,21.1,1248,73.9,5,3.91,3996.73
BMW 3 Series 320d Sedan,Chennai,14,89616,Diesel,Automatic,1,16.07,1995,181.0,5,11.0,11243.99
Tata Xenon XT EX 4X2,Pune,11,85000,Diesel,Manual,1,13.49,2179,138.03,5,3.5,3577.63
Audi A3 35 TDI Attraction,Chennai,11,79271,Diesel,Automatic,1,20.38,1968,143.0,5,16.5,16865.99
Land Rover Range Rover 2.2L Dynamic,Hyderabad,13,56000,Diesel,Automatic,1,12.7,2179,187.7,5,30.0,30665.44
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,15,85001,Diesel,Automatic,2,12.0,2987,224.0,7,28.0,28621.08
Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Hyderabad,7,12000,Diesel,Automatic,1,13.5,2477,175.56,7,33.91,34662.17
Maruti Alto LX,Jaipur,15,125000,Petrol,Manual,1,19.7,796,46.3,5,0.92,940.41
Maruti Wagon R LXI BSIII,Pune,12,53000,Petrol,Manual,1,14.0,1061,64.0,5,2.75,2811.0
Land Rover Range Rover 2.2L Prestige,Coimbatore,8,34990,Diesel,Automatic,1,12.7,2179,187.7,5,53.83,55024.02
Hyundai Verna 1.6 SX VTVT,Pune,14,49768,Petrol,Manual,2,17.01,1591,121.3,5,4.95,5059.8
BMW 5 Series 525d Sedan,Hyderabad,12,56000,Diesel,Automatic,1,16.73,2993,218.0,5,33.5,34243.07
Jaguar XF Diesel,Bangalore,12,75000,Diesel,Automatic,1,14.74,2993,270.9,5,27.95,28569.97
Skoda Superb Elegance 1.8 TSI AT,Hyderabad,15,57000,Petrol,Automatic,1,13.7,1798,157.75,5,7.25,7410.81
Audi Q3 35 TDI Quattro Premium,Kochi,8,37542,Diesel,Automatic,1,15.73,1968,174.33,5,25.71,26280.28
Land Rover Range Rover 2.2L Pure,Coimbatore,11,95649,Diesel,Automatic,1,12.7,2179,187.7,5,29.67,30328.12
Mercedes-Benz New C-Class 220 CDI AT,Jaipur,12,35299,Diesel,Automatic,1,14.84,2143,170.0,5,19.0,19421.45
Mahindra Scorpio S10 4WD,Kochi,8,28464,Diesel,Manual,1,15.4,2179,120.0,7,13.05,13339.47
BMW 3 Series Luxury Line,Mumbai,10,41000,Diesel,Automatic,1,21.76,1995,190.0,5,60.88,62230.4
Honda BR-V i-VTEC S MT,Pune,8,9000,Petrol,Manual,1,15.4,1497,117.3,7,12.51,12787.49
Volvo S80 2006-2013 D5,Chennai,15,92098,Diesel,Automatic,2,16.0,2400,215.0,5,7.25,7410.81
Hyundai Accent GLE,Pune,20,5834,Petrol,Manual,1,13.2,1495,94.0,5,0.8,817.75
Hyundai i20 Active SX Petrol,Jaipur,8,40250,Petrol,Manual,1,17.19,1197,81.86,5,9.74,9956.05
Mercedes-Benz GLC 43 AMG Coupe,Coimbatore,7,22397,Petrol,Automatic,1,11.5,2996,367.0,5,95.38,97495.66
Hyundai EON Magna Plus,Kolkata,10,20800,Petrol,Manual,2,21.1,814,55.2,5,2.25,2299.91
Hyundai Grand i10 SportZ Edition,Kochi,7,40322,Petrol,Manual,1,18.9,1197,81.86,5,5.5,5622.0
Honda City 1.5 EXI S,Mumbai,12,52576,Petrol,Manual,1,13.0,1493,100.0,5,4.35,4446.49
Volkswagen Polo Petrol Trendline 1.2L,Kolkata,15,55000,Petrol,Manual,1,16.47,1198,73.9,5,2.25,2299.91
Audi A6 35 TFSI Matrix,Mumbai,9,47000,Petrol,Automatic,1,15.26,1798,187.74,5,60.59,61933.97
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,8,23163,Petrol,Manual,1,15.29,1591,121.3,5,12.03,12296.84
Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,14,50000,Petrol,Automatic,2,11.74,1796,186.0,5,8.5,8688.54
Mini Cooper Convertible S,Mumbai,11,11900,Petrol,Automatic,1,16.82,1998,189.08,4,44.28,45262.19
Toyota Etios VD,Bangalore,12,37000,Diesel,Manual,1,23.59,1364,67.04,5,5.75,5877.54
Honda Brio S MT,Delhi,11,30000,Petrol,Manual,2,19.4,1198,86.8,5,3.2,3270.98
Maruti Baleno Alpha Automatic,Coimbatore,7,12831,Petrol,Automatic,1,21.4,1197,83.1,5,9.89,10109.37
Skoda Laura Ambiente 2.0 TDI CR AT,Coimbatore,13,143017,Diesel,Automatic,1,20.0,1968,138.1,5,6.58,6725.95
Hyundai EON Era Plus,Kochi,7,13102,Petrol,Manual,1,21.1,814,55.2,5,4.06,4150.06
Renault Captur 1.5 Diesel RXL,Coimbatore,6,24950,Diesel,Manual,1,20.37,1461,108.45,5,13.37,13666.56
BMW 5 Series 2003-2012 GT 530d LE,Coimbatore,14,57832,Diesel,Automatic,1,16.2,2993,258.0,5,25.82,26392.72
Maruti Alto 800 LXI,Kochi,9,34267,Petrol,Manual,1,22.74,796,47.3,5,3.74,3822.96
Volvo V40 D3,Bangalore,10,33000,Diesel,Automatic,2,16.8,1984,150.0,5,22.0,22487.99
Maruti Wagon R LXI BSII,Ahmedabad,18,55100,Petrol,Manual,1,18.9,998,67.1,5,1.45,1482.16
Honda City ZX GXi,Kolkata,17,40000,Petrol,Manual,1,17.7,1497,78.0,5,2.0,2044.36
Maruti Eeco 5 STR With AC Plus HTR CNG,Kochi,8,31841,CNG,Manual,1,8.88,1196,73.0,5,4.7,4804.25
Chevrolet Enjoy 1.4 LS 8,Kolkata,11,15000,Petrol,Manual,1,13.7,1399,98.79,8,3.75,3833.18
Mahindra Bolero ZLX,Coimbatore,9,82756,Diesel,Manual,1,15.96,2523,62.1,7,11.28,11530.21
Hyundai EON D Lite,Hyderabad,11,20600,Petrol,Manual,1,21.1,814,55.2,5,2.6,2657.67
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,8,29952,Petrol,Automatic,1,13.0,1591,121.3,5,13.77,14075.44
Volkswagen Vento 1.6 Comfortline,Mumbai,8,15000,Petrol,Manual,2,16.09,1598,103.5,5,11.48,11734.64
Honda Civic 2006-2010 1.8 S AT,Pune,17,61938,Petrol,Automatic,2,12.9,1799,130.0,5,2.65,2708.78
Tata Indica Vista Quadrajet LS,Hyderabad,11,67000,Diesel,Manual,1,22.3,1248,74.0,5,2.5,2555.45
Mahindra XUV500 W8 2WD,Kochi,12,61672,Diesel,Manual,1,16.0,2179,140.0,7,7.53,7697.03
Hyundai i20 1.2 Asta Option,Coimbatore,8,26185,Petrol,Manual,1,18.6,1197,81.83,5,7.98,8157.01
Audi Q5 30 TDI quattro Premium Plus,Bangalore,11,38000,Diesel,Automatic,2,14.16,1968,174.3,5,39.0,39865.07
Maruti Ritz VXi,Chennai,14,67000,Petrol,Manual,2,18.5,1197,85.8,5,2.25,2299.91
Mitsubishi Cedia Sports,Chennai,15,66000,Petrol,Manual,2,13.17,1999,114.0,5,3.85,3935.4
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,10,80883,Diesel,Manual,1,12.8,2494,102.0,7,13.5,13799.45
Maruti Celerio LDi,Hyderabad,9,80219,Diesel,Manual,1,27.62,793,47.0,5,3.5,3577.63
Maruti S-Cross Delta DDiS 200 SH,Delhi,7,12923,Diesel,Manual,1,25.1,1248,88.5,5,11.26,11509.76
Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,9,86642,Diesel,Automatic,1,15.17,1968,181.0,5,43.65,44618.22
BMW 3 Series Luxury Line,Bangalore,9,19235,Diesel,Automatic,1,21.76,1995,190.0,5,62.07,63446.8
Audi Q7 4.2 TDI Quattro Technology,Coimbatore,9,51002,Diesel,Automatic,1,11.33,4134,335.2,7,48.91,49994.89
Hyundai i20 2015-2017 Asta 1.2,Pune,9,6800,Petrol,Manual,1,18.6,1197,81.83,5,7.2,7359.71
Renault Duster 110PS Diesel RxL,Hyderabad,13,82749,Diesel,Manual,1,19.01,1461,108.45,5,5.99,6122.87
Hyundai Xcent 1.1 CRDi S Celebration Edition,Pune,9,51000,Diesel,Manual,1,24.4,1120,71.0,5,5.25,5366.45
Ford Ecosport 1.5 DV5 MT Titanium,Delhi,11,31465,Diesel,Manual,1,22.7,1498,89.84,5,6.5,6644.18
Volkswagen Polo Petrol Trendline 1.2L,Hyderabad,12,76476,Petrol,Manual,1,16.47,1198,73.9,5,4.4,4497.6
Hyundai Grand i10 CRDi Magna,Kolkata,8,14000,Diesel,Manual,1,24.0,1120,70.0,5,4.6,4702.03
